"public static List<List<T>> Split<T>(IList<T> source)
{
    return  source
        .Select((x, i) => new { Index = i, Value = x })
        .GroupBy(x => x.Index / 3)
        .Select(x => x.Select(v => v.Value).ToList())
        .ToList();
}","Is there any way I can separate a List<SomeObject> into several separate lists of SomeObject, using the item index as the delimiter of each split?"
" public static <T> void f(FList<? extends T> list, Consumer<? super T> action) {
        Objects.requireNonNull(action);
        foldl(list, null, (nothing, element) -> {
            action.accept(element);
            return nothing;
        });
    }",for each method for list
"public static <T, K> FList<K> f(FList<? extends T> list, Function<? super T, ? extends K> mapper) {
        Objects.requireNonNull(mapper);
        return foldr(list, empty(), (item, mapped) -> cons(mapper.apply(item), mapped));
    }","map method, returns new list"
"public static <T> FList<T> f(FList<? extends T> list, Predicate<? super T> filter) {
        Objects.requireNonNull(filter);
        return foldr(list, empty(),
            (item, filtered) -> filter.test(item) ? cons(item, filtered) : filtered);
    }",filter and return new list
"private static Comparator<Movie> c() {
        return Comparator.comparing(Movie::getRating, Comparator.reverseOrder())
            .thenComparing(Movie::getTitle);
    }",compare movies by rating and title
"public List<Movie> func(int limit) {
        checkLimit(limit);
        return database.movies()
            .sorted(compareByRatingThenTitle())
            .limit(limit)
            .toList();
    }",returns list of most popular movies with limit
"public List<Actor> func(Genre genre, Year fromInclusive,Year toExclusive) {Objects.requireNonNull(genre);
        Objects.requireNonNull(fromInclusive);
        Objects.requireNonNull(toExclusive);
        if (!fromInclusive.isBefore(toExclusive)) {
            throw new IllegalArgumentException();
        }
        return database.movies()
            .filter(movie -> movie.getGenre().equals(genre))
            .filter(movie -> movie.getReleaseYear().isBefore(toExclusive)
                && !movie.getReleaseYear().isBefore(fromInclusive))
            .flatMap(movie -> movie.getCast().stream())
            .distinct()
            .sorted(Comparator.comparing(Actor::getLastName).thenComparing(Actor::getFirstName))
            .toList();
    }",list of actors acting in a movie of particular genre with specified time gap
"public Map<Actor, Movie> func() {
        record ActorWithMovie(Actor actor, Movie movie) {
        }
        return database.movies()
            .flatMap(movie -> movie.getCast().stream()
                .map(actor -> new ActorWithMovie(actor, movie)))
            .collect(toMap(
                ActorWithMovie::actor,
                ActorWithMovie::movie,
                BinaryOperator.minBy(compareByRatingThenTitle())));
    }",for every Actor find Movies with highest rating
"public Map<Year, List<Movie>> func(int limit) {
        checkLimit(limit);
        return database.movies()
            .collect(Collectors.groupingBy(Movie::getReleaseYear, Collectors.collectingAndThen(
                Collectors.toList(),
                movies -> movies.stream()
                    .sorted(compareByRatingThenTitle())
                    .limit(limit)
                    .toList()
            )));
    }",collect top rated movies by years
"public List<FileBlockLocation> f(byte[] value) throws IOException {
        checkNotClosed();
        Objects.requireNonNull(value);
        List<FileBlockLocation> filledBlocks = new ArrayList<>();
        int bytesWritten = 0;
        while (bytesWritten < value.length) {
            createFileIfNeeded();
            var blockToWrite = emptyBlocks.remove(emptyBlocks.size() - 1);
            int bytesToWrite = Math.min(value.length - bytesWritten, blockToWrite.size());
            try (RandomAccessFile fileToWrite = new RandomAccessFile(blockToWrite.fileName(), ""rw"")) {
            fileToWrite.seek(blockToWrite.offset());
            fileToWrite.write(value, bytesWritten, bytesToWrite);
            }
    
            if (blockToWrite.size() - bytesToWrite > 0) {
            emptyBlocks.add(
                new FileBlockLocation(blockToWrite.fileName(),
                    blockToWrite.offset() + bytesToWrite,
                    blockToWrite.size() - bytesToWrite));
            }
            filledBlocks.add(
                new FileBlockLocation(blockToWrite.fileName(), blockToWrite.offset(), bytesToWrite));
            bytesWritten += bytesToWrite;
        }
        return filledBlocks;
    }","writes the value to a file, returns the blocks in which the value was written to"
"int i, count, f1 = 0, f2 = 1, f3 = 0;
            Console.Write(""""Enter the Limit : """");
            count = int.Parse(Console.ReadLine());
            Console.WriteLine(f1);
            Console.WriteLine(f2);
            for (i = 0; i <= count; i++)
            {
                f3 = f1 + f2;
                Console.WriteLine(f3);
                f1 = f2;
                f2 = f3;
            }",Generate Fibonacci Series
"int i, number, fact;
            Console.WriteLine(""""Enter the Number"""");
            number = int.Parse(Console.ReadLine());
            fact = number;
            for (i = number - 1; i >= 1; i--)
            {
                fact = fact * i;
            }",get factorial
" int num, x;
            num = int.Parse(Console.ReadLine());
            for (x = 1; x <= num; x++)
            {
                if (num % x == 0)
                {
                    Console.WriteLine(x);
                }
            }",print factors of number
"public Dictionary<string, decimal> f(MyDbContext dbContext)
{
    Dictionary<string, decimal> result = new Dictionary<string, decimal>();
    if (dbContext != null)
    {
        try
        {
            result = dbContext.Products
                .GroupBy(p => p.Category)
                .Select(g => new { Category = g.Key, TotalSales = g.Sum(p => p.Sales) })
                .ToDictionary(x => x.Category, x => x.TotalSales);
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return result;
}",Get the total sales for each product category
"public List<Product> f(MyDbContext dbContext, int top)
{
    List<Product> res = new List<Product>();
    if (dbContext != null)
    {
        try
        {
            res = dbContext.Products
                .OrderByDescending(p => p.Sales)
                .Take(top)
                .ToList();
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return res;
}",Get the top selling products
"public List<Customer> f(MyDbContext dbContext, int top)
{
    List<Customer> topCustomers = new List<Customer>();
    if (dbContext != null)
    {
        try
        {
            topCustomers = dbContext.Customers
                .OrderByDescending(c => c.Purchases.Count)
                .Take(top)
                .ToList();
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return topCustomers;
}",Get the customers who have made the most purchases
"public List<Product> f(MyDbContext dbContext)
{
    List<Product> products = new List<Product>();
    if (dbContext != null)
    {
        try
        {
            products = dbContext.Products
                .Where(p => p.Stock == 0)
                .ToList();
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return products;
}",Get the products that are currently out of stock
"public void f(MyDbContext dbContext)
{
    if (dbContext != null)
    {
        try
        {
            var products = dbContext.Products.ToList();
            foreach (var product in products)
            {
                product.Stock -= product.Sales;
                product.Sales = 0;
            }
            dbContext.SaveChanges();
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
}",Update the stock levels based on the sales
" public Dictionary<string, decimal> f(MyDbContext dbContext)
{
    Dictionary<string, decimal> res = new Dictionary<string, decimal>();
    if (dbContext != null)
    {
        try
        {
            res = dbContext.Sales
                .GroupBy(s => s.Date.Month)
                .Select(g => new { Month = g.Key, TotalSales = g.Sum(s => s.Amount) })
                .ToDictionary(x => x.Month.ToString(), x => x.TotalSales);
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return res;
}",Get the total sales for each month
"public List<Customer> f(MyDbContext dbContext)
{
    List<Customer> inactiveCustomers = new List<Customer>();
    if (dbContext != null)
    {
        try
        {
            DateTime oneYearAgo = DateTime.Now.AddYears(-1);
            inactiveCustomers = dbContext.Customers
                .Where(c => !c.Purchases.Any(p => p.Date > oneYearAgo))
                .ToList();
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return inactiveCustomers;
}",Get the customers who have not made any purchases in the last year
"public List<string> f(MyDbContext dbContext, int top)
{
    List<string> result = new List<string>();
    if (dbContext != null)
    {
        try
        {
            result = dbContext.Products
                .GroupBy(p => p.Category)
                .OrderByDescending(g => g.Count())
                .Take(top)
                .Select(g => g.Key)
                .ToList();
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return result;
}",Get the most popular product categories
"public decimal f(MyDbContext dbContext)
{
    decimal result = 0;
    if (dbContext != null)
    {
        try
        {
            result = dbContext.Customers
                .Average(c => c.Purchases.Sum(p => p.Amount));
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return result;
}",Get the average sales per customer
"public List<Customer> f(MyDbContext dbContext, int top)
{
    List<Customer> result = new List<Customer>();
    if (dbContext != null)
    {
        try
        {
            result = dbContext.Customers
                .OrderByDescending(c => c.Purchases.Sum(p => p.Amount))
                .Take(top)
                .ToList();
        }
        catch (Exception)
        {
            // Exception handling without message
        }
    }
    return result;
}",Get the customers who have spent the most money
"void f(
    std::istream &in,
    int32_t x,
    int32_t y,
    int32_t width,
    int32_t height
) {
    in.read(reinterpret_cast<char *>(&bitmap_file_header), HEADER_SIZE);
    in.read(reinterpret_cast<char *>(&bitmap_info), INFO_SIZE);
    if (x < 0 || y < 0 || width <= 0 || x + width > bitmap_info.bi_width ||
        height <= 0 || y + height > bitmap_info.bi_height) {
        throw invalid_requested_area();
    }
    if (bitmap_info.bi_size != INFO_SIZE) {
        throw invalid_header_size(bitmap_info.bi_size);
    }
    if (bitmap_info.bi_height <= 0) {
        throw non_positive_height(bitmap_info.bi_height);
    }
    if (bitmap_info.bi_bit_count != 24) {
        throw unexpected_number_of_bits_per_pixel(bitmap_info.bi_bit_count);
    }
    if (bitmap_info.bi_clr_used != 0) {
        throw color_palette_usage();
    }
    aligned_width = add_padding(bitmap_info.bi_width);
    // NOLINTNEXTLINE (bugprone-narrowing-conversions)
    data.resize(aligned_width * bitmap_info.bi_height);
    // NOLINTNEXTLINE (bugprone-narrowing-conversions)
    in.read(data.data(), aligned_width * bitmap_info.bi_height);
}",Read image to array
"void f(int32_t x, int32_t y, int32_t width, int32_t height) {
    if (width == bitmap_info.bi_width && height == bitmap_info.bi_height) {
        return;
    }
    temp_aligned_width = add_padding(width);
    // NOLINTNEXTLINE (bugprone-narrowing-conversions)
    temp.resize(temp_aligned_width * height, 0);
    int32_t new_row = 1;
    for (int32_t row = bitmap_info.bi_height - y;
         row > bitmap_info.bi_height - y - height; row--) {
        for (int32_t column = 0; column < 3 * width; column++) {
            temp[column + (height - new_row) * temp_aligned_width] =
                data[column + 3 * x + (row - 1) * aligned_width];
        }
        new_row++;
    }
    change_image_information(width, height);
}",The function that cuts a part of the image
"void f(int32_t width, int32_t height) {
    temp_aligned_width = add_padding(width);
    // NOLINTNEXTLINE (bugprone-narrowing-conversions)
    temp.resize(height * temp_aligned_width, 0);
    for (int32_t row = 0; row < height; row++) {
        for (int32_t column = 0; column < width; column++) {
            temp[row * temp_aligned_width + column * 3 + 0] =
                data[column * aligned_width + (height - 1 - row) * 3 + 0];
            temp[row * temp_aligned_width + column * 3 + 1] =
                data[column * aligned_width + (height - 1 - row) * 3 + 1];
            temp[row * temp_aligned_width + column * 3 + 2] =
                data[column * aligned_width + (height - 1 - row) * 3 + 2];
        }
    }
    change_image_information(width, height);
}",rotate the image
"void f(
    const std::vector<bank::transaction> &transactions,
    int balance,
    boost::asio::ip::tcp::iostream &client
) {
    size_t transaction_count = 0;
    client >> transaction_count;
    transaction_count = std::min(transaction_count, transactions.size());
    client << """"CPTY\tBAL\tCOMM"""" << std::endl;
    // NOLINTNEXTLINE (bugprone-narrowing-conversions)
    for (auto it = transactions.end() - transaction_count;
         it < transactions.end(); it++) {
        if (it->counterparty == nullptr) {
            client << """"-\t"""" << it->balance_delta_xts << '\t' << it->comment
                   << std::endl;
        } else {
            client << it->counterparty->name() << '\t' << it->balance_delta_xts
                   << '\t' << it->comment.substr(1) << std::endl;
        }
    }
    client << """"===== BALANCE: """" << balance << """" XTS ====="""" << std::endl;
}",Display the specified number of recent transactions
"void f(
    bank::user &user,
    bank::ledger &ledger,
    const std::string &command,
    boost::asio::ip::tcp::iostream &client
) {
    if (text_to_command.count(command) == 0) {
        client << """"Unknown command: '"""" + command + """"'"""" << std::endl;
        return;
    }
    switch (text_to_command[command]) {
        case command::BALANCE:
            print_balance(user, client);
            break;
        case command::TRANSACTIONS:
            user.snapshot_transactions([&](const auto &transactions,
                                           int balance) {
                print_transactions(transactions, balance, client);
            });
            break;
        case command::MONITOR:
            monitor(user, client);
            break;
        case command::TRANSFER:
            transfer(user, client, ledger);
            break;
        default:
            throw std::runtime_error(
                """"No case added for enum value: """" + command
            );
    }
}",Parses the entered command
"void f(
    user &counterparty,
    int amount_xts,
    const std::string &comment
) {
    if (this == &counterparty) {
        throw self_transfer_error();
    }
    if (amount_xts <= 0) {
        throw non_positive_transfer_error(amount_xts);
    }
    std::scoped_lock lock(m_mutex, counterparty.m_mutex);
    if (m_balance < amount_xts) {
        throw not_enough_funds_error(m_balance, amount_xts);
    }
    add_new_transaction(counterparty, -amount_xts, comment);
    counterparty.add_new_transaction(*this, amount_xts, comment);
}",transfer money from one user to another
"m &operator*=(m &lhs, const m &rhs) {
    m::check_dimension_match(lhs.columns(), rhs.rows());
    std::vector<std::vector<int>> product(
        lhs.rows(), std::vector<int>(rhs.columns())
    );
    for (int row = 0; row < lhs.rows(); row++) {
        for (int column = 0; column < rhs.columns(); column++) {
            unsigned int sum = 0;
            for (int i = 0; i < lhs.columns(); i++) {
                sum += lhs.m_m[row][i] * rhs.m_m[i][column];
            }
            product[row][column] = static_cast<int>(sum);
        }
    }
    lhs.m_m = product;
    return lhs;
}",product of matrices
" vector &operator=(const vector &other) {
        if (this == &other) {
            return *this;
        }
        if (m_capacity < other.size()) {
            T *temp_data =
                allocate(round_number_up_to_nearest_power_of_two(other.size()));
            deallocate(m_size);
            m_capacity = round_number_up_to_nearest_power_of_two(other.size());
            m_data = std::exchange(temp_data, nullptr);
        } else {
            destruct_elements(0, m_size);
        }
        m_size = other.size();
        for (size_t i = 0; i < m_size; i++) {
            new (m_data + i) T(other[i]);
        }
        return *this;
}",copy assignment operator for a vector
" std::ifstream &operator>>(std::ifstream &file, m &m) {
    int rows = 0;
    int columns = 0;
    file >> rows >> columns;
    if (file.eof()) {
        throw invalid_file_format();
    }
    if (rows == 0 || columns == 0) {
        rows = columns = 0;
    }
    std::vector<std::vector<int>> new_m(rows, std::vector<int>(columns));
    for (auto &row : new_m) {
        for (auto &element : row) {
            file >> element;
            if (file.eof()) {
                throw invalid_file_format();
            }
        }
    }
    m.m_m = new_m;
    return file;
}",Read the matrix from the file
